"gene","assembly","group","window","repeat_class","n_te_class"
"AL1G54030","NT12_v2","Family","pm50kb","DNA/Helitron",4
"AL1G54030","NT12_v2","Family","pm50kb","LINE/L1",2
"AL1G54030","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G54030","NT12_v2","Family","pm50kb","LTR/Copia",1
"AL1G54030","NT12_v2","Family","pm50kb","LTR/Ty3",1
"AL1G54030","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL1G54130","NT12_v2","Family","pm50kb","DNA/Helitron",12
"AL1G54130","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G54130","NT12_v2","Family","pm50kb","LTR/Copia",1
"AL1G54130","NT12_v2","Family","pm50kb","LTR/Gypsy",3
"AL1G54130","NT12_v2","Family","pm50kb","LTR/Ty3",12
"AL1G54130","NT12_v2","Family","pm50kb","LTR/unknown",4
"AL1G54130","NT12_v2","Family","pm50kb","SINE/unknown",2
"AL1G54580","NT12_v2","Family","pm50kb","DNA/Helitron",8
"AL1G54580","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",8
"AL1G54580","NT12_v2","Family","pm50kb","LINE/L1",2
"AL1G54580","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G54580","NT12_v2","Family","pm50kb","LTR/Copia",5
"AL1G54580","NT12_v2","Family","pm50kb","LTR/Gypsy",3
"AL1G54860","NT12_v2","Family","pm50kb","DNA/Helitron",15
"AL1G54860","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",2
"AL1G54860","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G54860","NT12_v2","Family","pm50kb","LTR/Copia",7
"AL1G54860","NT12_v2","Family","pm50kb","LTR/Gypsy",1
"AL1G55540","NT12_v2","Family","pm50kb","DNA/Helitron",21
"AL1G55540","NT12_v2","Family","pm50kb","LINE/L1",2
"AL1G55540","NT12_v2","Family","pm50kb","LTR/Copia",4
"AL1G55540","NT12_v2","Family","pm50kb","LTR/Ty3",1
"AL1G55540","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL1G55550","NT12_v2","Family","pm50kb","DNA/Helitron",21
"AL1G55550","NT12_v2","Family","pm50kb","LINE/L1",2
"AL1G55550","NT12_v2","Family","pm50kb","LTR/Copia",4
"AL1G55550","NT12_v2","Family","pm50kb","LTR/Ty3",1
"AL1G55550","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL1G55600","NT12_v2","Family","pm50kb","DNA/Helitron",24
"AL1G55600","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",4
"AL1G55600","NT12_v2","Family","pm50kb","LINE/L1",4
"AL1G55600","NT12_v2","Family","pm50kb","LINE/unknown",11
"AL1G55600","NT12_v2","Family","pm50kb","LTR/Copia",10
"AL1G55600","NT12_v2","Family","pm50kb","LTR/Gypsy",1
"AL1G55600","NT12_v2","Family","pm50kb","LTR/Ty3",1
"AL1G55600","NT12_v2","Family","pm50kb","LTR/unknown",6
"AL1G55600","NT12_v2","Family","pm50kb","SINE/tRNA",6
"AL1G55600","NT12_v2","Family","pm50kb","SINE/unknown",1
"AL1G55940","NT12_v2","Family","pm50kb","DNA/Helitron",13
"AL1G55940","NT12_v2","Family","pm50kb","LINE/L1",5
"AL1G55940","NT12_v2","Family","pm50kb","LINE/unknown",3
"AL1G55940","NT12_v2","Family","pm50kb","LTR/Ty3",1
"AL1G55940","NT12_v2","Family","pm50kb","LTR/unknown",2
"AL1G55940","NT12_v2","Family","pm50kb","SINE/unknown",2
"AL1G56010","NT12_v2","Family","pm50kb","DNA/Helitron",16
"AL1G56010","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",5
"AL1G56010","NT12_v2","Family","pm50kb","LINE/L1",7
"AL1G56010","NT12_v2","Family","pm50kb","LTR/Copia",2
"AL1G56010","NT12_v2","Family","pm50kb","LTR/Ty3",1
"AL1G56010","NT12_v2","Family","pm50kb","LTR/unknown",4
"AL1G56200","NT12_v2","Family","pm50kb","DNA/Helitron",13
"AL1G56200","NT12_v2","Family","pm50kb","LINE/L1",4
"AL1G56200","NT12_v2","Family","pm50kb","LTR/Copia",3
"AL1G56200","NT12_v2","Family","pm50kb","LTR/Gypsy",6
"AL1G56200","NT12_v2","Family","pm50kb","LTR/Ty3",5
"AL1G56200","NT12_v2","Family","pm50kb","LTR/unknown",2
"AL1G56200","NT12_v2","Family","pm50kb","SINE/tRNA",5
"AL1G56270","NT12_v2","Family","pm50kb","DNA/Helitron",16
"AL1G56270","NT12_v2","Family","pm50kb","LINE/L1",3
"AL1G56270","NT12_v2","Family","pm50kb","LTR/Copia",1
"AL1G56270","NT12_v2","Family","pm50kb","LTR/Gypsy",6
"AL1G56270","NT12_v2","Family","pm50kb","LTR/Ty3",5
"AL1G56270","NT12_v2","Family","pm50kb","LTR/unknown",2
"AL1G56270","NT12_v2","Family","pm50kb","SINE/tRNA",3
"AL1G56700","NT12_v2","Family","pm50kb","DNA/Helitron",5
"AL1G56700","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G56700","NT12_v2","Family","pm50kb","LTR/Copia",7
"AL1G56700","NT12_v2","Family","pm50kb","LTR/Gypsy",6
"AL1G56700","NT12_v2","Family","pm50kb","LTR/Ty3",12
"AL1G56700","NT12_v2","Family","pm50kb","LTR/unknown",10
"AL1G56710","NT12_v2","Family","pm50kb","DNA/Helitron",3
"AL1G56710","NT12_v2","Family","pm50kb","LINE/unknown",3
"AL1G56710","NT12_v2","Family","pm50kb","LTR/Copia",12
"AL1G56710","NT12_v2","Family","pm50kb","LTR/Gypsy",2
"AL1G56710","NT12_v2","Family","pm50kb","LTR/Ty3",12
"AL1G56710","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL1G56710","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL1G56790","NT12_v2","Single-copy","pm50kb","DNA/Helitron",8
"AL1G56790","NT12_v2","Single-copy","pm50kb","DNA/MULE-MuDR",2
"AL1G56790","NT12_v2","Single-copy","pm50kb","LINE/L1",4
"AL1G56790","NT12_v2","Single-copy","pm50kb","LINE/unknown",2
"AL1G56790","NT12_v2","Single-copy","pm50kb","LTR/Copia",4
"AL1G56790","NT12_v2","Single-copy","pm50kb","LTR/Gypsy",3
"AL1G56790","NT12_v2","Single-copy","pm50kb","LTR/Ty3",21
"AL1G56790","NT12_v2","Single-copy","pm50kb","LTR/unknown",1
"AL1G56790","NT12_v2","Single-copy","pm50kb","SINE/tRNA",2
"AL1G56790","NT12_v2","Single-copy","pm50kb","SINE/unknown",1
"AL1G56990","NT12_v2","Family","pm50kb","DNA/Helitron",4
"AL1G56990","NT12_v2","Family","pm50kb","LINE/L1",2
"AL1G56990","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G57050","NT12_v2","Family","pm50kb","DNA/Helitron",14
"AL1G57050","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",3
"AL1G57050","NT12_v2","Family","pm50kb","LINE/L1",4
"AL1G57050","NT12_v2","Family","pm50kb","LINE/unknown",6
"AL1G57050","NT12_v2","Family","pm50kb","LTR/Copia",10
"AL1G57050","NT12_v2","Family","pm50kb","LTR/Gypsy",7
"AL1G57050","NT12_v2","Family","pm50kb","LTR/Ty3",7
"AL1G57050","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL1G57050","NT12_v2","Family","pm50kb","SINE/tRNA",3
"AL1G57350","NT12_v2","Family","pm50kb","DNA/Helitron",13
"AL1G57350","NT12_v2","Family","pm50kb","LINE/L1",3
"AL1G57350","NT12_v2","Family","pm50kb","LINE/unknown",6
"AL1G57350","NT12_v2","Family","pm50kb","LTR/Copia",11
"AL1G57350","NT12_v2","Family","pm50kb","LTR/Gypsy",18
"AL1G57350","NT12_v2","Family","pm50kb","LTR/Ty3",24
"AL1G57350","NT12_v2","Family","pm50kb","LTR/unknown",5
"AL1G57350","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL1G57810","NT12_v2","Family","pm50kb","DNA/Helitron",2
"AL1G57810","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G57810","NT12_v2","Family","pm50kb","LTR/Copia",11
"AL1G57810","NT12_v2","Family","pm50kb","LTR/Ty3",1
"AL1G57810","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G58510","NT12_v2","Family","pm50kb","DNA/Helitron",5
"AL1G58510","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",9
"AL1G58510","NT12_v2","Family","pm50kb","LINE/L1",2
"AL1G58510","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL1G58510","NT12_v2","Family","pm50kb","LTR/Copia",9
"AL1G58510","NT12_v2","Family","pm50kb","LTR/Ty3",1
"AL1G58510","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL1G58560","NT12_v2","Family","pm50kb","DNA/Helitron",33
"AL1G58560","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",3
"AL1G58560","NT12_v2","Family","pm50kb","LINE/L1",8
"AL1G58560","NT12_v2","Family","pm50kb","LINE/unknown",10
"AL1G58560","NT12_v2","Family","pm50kb","LTR/Copia",15
"AL1G58560","NT12_v2","Family","pm50kb","LTR/Gypsy",9
"AL1G58560","NT12_v2","Family","pm50kb","LTR/Ty3",16
"AL1G58560","NT12_v2","Family","pm50kb","LTR/unknown",2
"AL1G58560","NT12_v2","Family","pm50kb","SINE/tRNA",7
"AL1G58610","NT12_v2","Family","pm50kb","DNA/Helitron",6
"AL1G58610","NT12_v2","Family","pm50kb","LINE/L1",4
"AL1G58610","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G58610","NT12_v2","Family","pm50kb","LTR/Copia",7
"AL1G58610","NT12_v2","Family","pm50kb","LTR/Gypsy",6
"AL1G58610","NT12_v2","Family","pm50kb","LTR/Ty3",13
"AL1G58610","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL1G58610","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G58670","NT12_v2","Family","pm50kb","DNA/Helitron",33
"AL1G58670","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",3
"AL1G58670","NT12_v2","Family","pm50kb","LINE/L1",6
"AL1G58670","NT12_v2","Family","pm50kb","LINE/unknown",10
"AL1G58670","NT12_v2","Family","pm50kb","LTR/Copia",20
"AL1G58670","NT12_v2","Family","pm50kb","LTR/Gypsy",12
"AL1G58670","NT12_v2","Family","pm50kb","LTR/Ty3",17
"AL1G58670","NT12_v2","Family","pm50kb","LTR/unknown",5
"AL1G58670","NT12_v2","Family","pm50kb","SINE/tRNA",4
"AL1G58940","NT12_v2","Family","pm50kb","DNA/Helitron",7
"AL1G58940","NT12_v2","Family","pm50kb","LINE/L1",1
"AL1G58940","NT12_v2","Family","pm50kb","LTR/Copia",5
"AL1G58940","NT12_v2","Family","pm50kb","LTR/Gypsy",6
"AL1G58940","NT12_v2","Family","pm50kb","LTR/Ty3",8
"AL1G58940","NT12_v2","Family","pm50kb","SINE/tRNA",3
"AL1G59130","NT12_v2","Family","pm50kb","DNA/Helitron",18
"AL1G59130","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",5
"AL1G59130","NT12_v2","Family","pm50kb","LINE/L1",5
"AL1G59130","NT12_v2","Family","pm50kb","LINE/unknown",3
"AL1G59130","NT12_v2","Family","pm50kb","LTR/Copia",1
"AL1G59130","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G59700","NT12_v2","Family","pm50kb","DNA/Helitron",5
"AL1G59700","NT12_v2","Family","pm50kb","LINE/L1",5
"AL1G59700","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G59700","NT12_v2","Family","pm50kb","LTR/Copia",11
"AL1G59700","NT12_v2","Family","pm50kb","LTR/unknown",2
"AL1G59710","NT12_v2","Family","pm50kb","DNA/Helitron",13
"AL1G59710","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",2
"AL1G59710","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G59710","NT12_v2","Family","pm50kb","LTR/Copia",7
"AL1G59710","NT12_v2","Family","pm50kb","LTR/Gypsy",2
"AL1G59710","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL1G59720","NT12_v2","Family","pm50kb","DNA/Helitron",13
"AL1G59720","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",2
"AL1G59720","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G59720","NT12_v2","Family","pm50kb","LTR/Copia",7
"AL1G59720","NT12_v2","Family","pm50kb","LTR/Gypsy",2
"AL1G59720","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL1G59830","NT12_v2","Family","pm50kb","DNA/Helitron",12
"AL1G59830","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",2
"AL1G59830","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G59830","NT12_v2","Family","pm50kb","LTR/Copia",7
"AL1G59830","NT12_v2","Family","pm50kb","LTR/Gypsy",5
"AL1G59830","NT12_v2","Family","pm50kb","LTR/Ty3",13
"AL1G59830","NT12_v2","Family","pm50kb","LTR/unknown",5
"AL1G59840","NT12_v2","Family","pm50kb","DNA/Helitron",11
"AL1G59840","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G59840","NT12_v2","Family","pm50kb","LTR/Copia",5
"AL1G59840","NT12_v2","Family","pm50kb","LTR/Gypsy",9
"AL1G59840","NT12_v2","Family","pm50kb","LTR/Ty3",15
"AL1G59840","NT12_v2","Family","pm50kb","LTR/unknown",6
"AL1G59850","NT12_v2","Family","pm50kb","DNA/Helitron",11
"AL1G59850","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G59850","NT12_v2","Family","pm50kb","LTR/Copia",5
"AL1G59850","NT12_v2","Family","pm50kb","LTR/Gypsy",9
"AL1G59850","NT12_v2","Family","pm50kb","LTR/Ty3",18
"AL1G59850","NT12_v2","Family","pm50kb","LTR/unknown",6
"AL1G59870","NT12_v2","Family","pm50kb","DNA/Helitron",3
"AL1G59870","NT12_v2","Family","pm50kb","LINE/L1",3
"AL1G59870","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL1G59870","NT12_v2","Family","pm50kb","LTR/Copia",6
"AL1G59870","NT12_v2","Family","pm50kb","LTR/Gypsy",14
"AL1G59870","NT12_v2","Family","pm50kb","LTR/Ty3",18
"AL1G59870","NT12_v2","Family","pm50kb","LTR/unknown",2
"AL1G59870","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G60090","NT12_v2","Family","pm50kb","DNA/Helitron",5
"AL1G60090","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",5
"AL1G60090","NT12_v2","Family","pm50kb","LTR/Copia",5
"AL1G61030","NT12_v2","Family","pm50kb","DNA/Helitron",10
"AL1G61030","NT12_v2","Family","pm50kb","LINE/L1",1
"AL1G61030","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G61030","NT12_v2","Family","pm50kb","LTR/Copia",1
"AL1G61300","NT12_v2","Family","pm50kb","DNA/Helitron",13
"AL1G61300","NT12_v2","Family","pm50kb","LINE/L1",3
"AL1G61300","NT12_v2","Family","pm50kb","LINE/unknown",4
"AL1G61300","NT12_v2","Family","pm50kb","LTR/Copia",2
"AL1G61300","NT12_v2","Family","pm50kb","LTR/Ty3",1
"AL1G61300","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL1G61840","NT12_v2","Family","pm50kb","DNA/Helitron",9
"AL1G61840","NT12_v2","Family","pm50kb","LINE/L1",1
"AL1G61840","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL1G61840","NT12_v2","Family","pm50kb","LTR/Copia",3
"AL1G61840","NT12_v2","Family","pm50kb","LTR/unknown",2
"AL1G61840","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G61840","NT12_v2","Family","pm50kb","SINE/unknown",1
"AL1G61980","NT12_v2","Family","pm50kb","DNA/Helitron",25
"AL1G61980","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",13
"AL1G61980","NT12_v2","Family","pm50kb","LINE/L1",5
"AL1G61980","NT12_v2","Family","pm50kb","LINE/unknown",9
"AL1G61980","NT12_v2","Family","pm50kb","LTR/Copia",17
"AL1G61980","NT12_v2","Family","pm50kb","LTR/Gypsy",26
"AL1G61980","NT12_v2","Family","pm50kb","LTR/Ty3",43
"AL1G61980","NT12_v2","Family","pm50kb","LTR/unknown",8
"AL1G61980","NT12_v2","Family","pm50kb","SINE/tRNA",4
"AL1G62110","NT12_v2","Family","pm50kb","DNA/Helitron",2
"AL1G62110","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",2
"AL1G62110","NT12_v2","Family","pm50kb","LINE/L1",1
"AL1G62110","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G62110","NT12_v2","Family","pm50kb","LTR/Copia",5
"AL1G62110","NT12_v2","Family","pm50kb","LTR/Gypsy",5
"AL1G62110","NT12_v2","Family","pm50kb","LTR/Ty3",4
"AL1G62130","NT12_v2","Family","pm50kb","DNA/Helitron",12
"AL1G62130","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",1
"AL1G62130","NT12_v2","Family","pm50kb","LINE/L1",2
"AL1G62130","NT12_v2","Family","pm50kb","LTR/Copia",4
"AL1G62130","NT12_v2","Family","pm50kb","LTR/Gypsy",11
"AL1G62130","NT12_v2","Family","pm50kb","LTR/Ty3",12
"AL1G62140","NT12_v2","Family","pm50kb","DNA/Helitron",9
"AL1G62140","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",2
"AL1G62140","NT12_v2","Family","pm50kb","LINE/L1",2
"AL1G62140","NT12_v2","Family","pm50kb","LTR/Copia",4
"AL1G62140","NT12_v2","Family","pm50kb","LTR/Gypsy",11
"AL1G62140","NT12_v2","Family","pm50kb","LTR/Ty3",12
"AL1G62500","NT12_v2","Family","pm50kb","DNA/Helitron",14
"AL1G62500","NT12_v2","Family","pm50kb","LINE/L1",1
"AL1G62500","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL1G62500","NT12_v2","Family","pm50kb","LTR/Copia",3
"AL1G62500","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G62520","NT12_v2","Family","pm50kb","DNA/Helitron",13
"AL1G62520","NT12_v2","Family","pm50kb","LINE/L1",1
"AL1G62520","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL1G62520","NT12_v2","Family","pm50kb","LTR/Copia",3
"AL1G62520","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G63060","NT12_v2","Family","pm50kb","DNA/Helitron",6
"AL1G63060","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G63060","NT12_v2","Family","pm50kb","LTR/Copia",3
"AL1G63060","NT12_v2","Family","pm50kb","LTR/Gypsy",6
"AL1G63060","NT12_v2","Family","pm50kb","LTR/Ty3",10
"AL1G63060","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G63190","NT12_v2","Family","pm50kb","DNA/Helitron",2
"AL1G63190","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",5
"AL1G63190","NT12_v2","Family","pm50kb","LINE/L1",6
"AL1G63190","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G63190","NT12_v2","Family","pm50kb","LTR/Copia",2
"AL1G63190","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G63440","NT12_v2","Family","pm50kb","DNA/Helitron",16
"AL1G63440","NT12_v2","Family","pm50kb","LINE/L1",3
"AL1G63440","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G63440","NT12_v2","Family","pm50kb","LTR/Copia",6
"AL1G63440","NT12_v2","Family","pm50kb","LTR/Gypsy",1
"AL1G63440","NT12_v2","Family","pm50kb","LTR/Ty3",10
"AL1G64730","NT12_v2","Family","pm50kb","DNA/Helitron",12
"AL1G64730","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",6
"AL1G64730","NT12_v2","Family","pm50kb","LINE/L1",1
"AL1G64730","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL1G64730","NT12_v2","Family","pm50kb","LTR/Copia",4
"AL1G64730","NT12_v2","Family","pm50kb","LTR/Gypsy",1
"AL1G64730","NT12_v2","Family","pm50kb","LTR/Ty3",22
"AL1G64730","NT12_v2","Family","pm50kb","SINE/tRNA",3
"AL1G64890","NT12_v2","Family","pm50kb","DNA/Helitron",8
"AL1G64890","NT12_v2","Family","pm50kb","LINE/L1",5
"AL1G64890","NT12_v2","Family","pm50kb","LINE/unknown",3
"AL1G64890","NT12_v2","Family","pm50kb","LTR/Copia",5
"AL1G64890","NT12_v2","Family","pm50kb","LTR/Ty3",11
"AL1G64890","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL1G64890","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G65030","NT12_v2","Family","pm50kb","DNA/Helitron",8
"AL1G65030","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",8
"AL1G65030","NT12_v2","Family","pm50kb","LINE/L1",2
"AL1G65030","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL1G65030","NT12_v2","Family","pm50kb","LTR/Copia",7
"AL1G65030","NT12_v2","Family","pm50kb","LTR/Gypsy",3
"AL1G65030","NT12_v2","Family","pm50kb","LTR/Ty3",12
"AL1G65030","NT12_v2","Family","pm50kb","LTR/unknown",2
"AL1G65170","NT12_v2","Family","pm50kb","DNA/Helitron",25
"AL1G65170","NT12_v2","Family","pm50kb","LINE/L1",8
"AL1G65170","NT12_v2","Family","pm50kb","LINE/unknown",10
"AL1G65170","NT12_v2","Family","pm50kb","LTR/Copia",21
"AL1G65170","NT12_v2","Family","pm50kb","LTR/Gypsy",40
"AL1G65170","NT12_v2","Family","pm50kb","LTR/Ty3",58
"AL1G65170","NT12_v2","Family","pm50kb","LTR/unknown",8
"AL1G65170","NT12_v2","Family","pm50kb","SINE/tRNA",5
"AL1G65230","NT12_v2","Family","pm50kb","DNA/Helitron",8
"AL1G65230","NT12_v2","Family","pm50kb","LINE/L1",1
"AL1G65230","NT12_v2","Family","pm50kb","LTR/Copia",8
"AL1G65230","NT12_v2","Family","pm50kb","LTR/Gypsy",7
"AL1G65230","NT12_v2","Family","pm50kb","LTR/Ty3",13
"AL1G65230","NT12_v2","Family","pm50kb","LTR/unknown",12
"AL1G65230","NT12_v2","Family","pm50kb","SINE/tRNA",3
"AL1G65610","NT12_v2","Family","pm50kb","DNA/Helitron",5
"AL1G65610","NT12_v2","Family","pm50kb","LINE/L1",1
"AL1G65610","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL1G65610","NT12_v2","Family","pm50kb","LTR/Copia",5
"AL1G65610","NT12_v2","Family","pm50kb","LTR/Gypsy",5
"AL1G65610","NT12_v2","Family","pm50kb","LTR/Ty3",15
"AL1G65610","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL1G65650","NT12_v2","Family","pm50kb","DNA/Helitron",16
"AL1G65650","NT12_v2","Family","pm50kb","LINE/L1",5
"AL1G65650","NT12_v2","Family","pm50kb","LINE/unknown",4
"AL1G65650","NT12_v2","Family","pm50kb","LTR/Copia",5
"AL1G65650","NT12_v2","Family","pm50kb","LTR/Gypsy",5
"AL1G65650","NT12_v2","Family","pm50kb","LTR/Ty3",19
"AL1G65650","NT12_v2","Family","pm50kb","LTR/unknown",5
"AL1G65650","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G65650","NT12_v2","Family","pm50kb","SINE/unknown",1
"AL1G65670","NT12_v2","Family","pm50kb","DNA/Helitron",17
"AL1G65670","NT12_v2","Family","pm50kb","LINE/L1",5
"AL1G65670","NT12_v2","Family","pm50kb","LINE/unknown",4
"AL1G65670","NT12_v2","Family","pm50kb","LTR/Copia",5
"AL1G65670","NT12_v2","Family","pm50kb","LTR/Gypsy",3
"AL1G65670","NT12_v2","Family","pm50kb","LTR/Ty3",22
"AL1G65670","NT12_v2","Family","pm50kb","LTR/unknown",5
"AL1G65670","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G65670","NT12_v2","Family","pm50kb","SINE/unknown",1
"AL1G65810","NT12_v2","Family","pm50kb","DNA/Helitron",15
"AL1G65810","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",7
"AL1G65810","NT12_v2","Family","pm50kb","LINE/L1",4
"AL1G65810","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL1G65810","NT12_v2","Family","pm50kb","LTR/Copia",2
"AL1G65810","NT12_v2","Family","pm50kb","LTR/Gypsy",3
"AL1G65810","NT12_v2","Family","pm50kb","LTR/Ty3",9
"AL1G65810","NT12_v2","Family","pm50kb","LTR/unknown",6
"AL1G65810","NT12_v2","Family","pm50kb","SINE/tRNA",3
"AL1G66000","NT12_v2","Family","pm50kb","DNA/Helitron",11
"AL1G66000","NT12_v2","Family","pm50kb","LINE/L1",2
"AL1G66000","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL1G66000","NT12_v2","Family","pm50kb","LTR/Copia",3
"AL1G66000","NT12_v2","Family","pm50kb","LTR/Gypsy",1
"AL1G66000","NT12_v2","Family","pm50kb","LTR/Ty3",19
"AL1G66000","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL1G66000","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G66070","NT12_v2","Family","pm50kb","DNA/Helitron",2
"AL1G66070","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",5
"AL1G66070","NT12_v2","Family","pm50kb","LINE/L1",6
"AL1G66070","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL1G66070","NT12_v2","Family","pm50kb","LTR/Copia",2
"AL1G66070","NT12_v2","Family","pm50kb","LTR/Ty3",1
"AL1G66070","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL1G66070","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL1G66260","NT12_v2","Family","pm50kb","DNA/Helitron",4
"AL1G66260","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",2
"AL1G66260","NT12_v2","Family","pm50kb","LINE/L1",3
"AL1G66260","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL1G66260","NT12_v2","Family","pm50kb","LTR/Copia",8
"AL1G66260","NT12_v2","Family","pm50kb","LTR/Gypsy",2
"AL1G66260","NT12_v2","Family","pm50kb","LTR/Ty3",14
"AL1G66260","NT12_v2","Family","pm50kb","LTR/unknown",5
"AL1G66270","NT12_v2","Family","pm50kb","DNA/Helitron",2
"AL1G66270","NT12_v2","Family","pm50kb","LINE/L1",3
"AL1G66270","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL1G66270","NT12_v2","Family","pm50kb","LTR/Copia",8
"AL1G66270","NT12_v2","Family","pm50kb","LTR/Gypsy",2
"AL1G66270","NT12_v2","Family","pm50kb","LTR/Ty3",13
"AL1G66270","NT12_v2","Family","pm50kb","LTR/unknown",5
"AL1G66330","NT12_v2","Family","pm50kb","DNA/Helitron",5
"AL1G66330","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",8
"AL1G66330","NT12_v2","Family","pm50kb","LINE/L1",1
"AL1G66330","NT12_v2","Family","pm50kb","LINE/unknown",3
"AL1G66330","NT12_v2","Family","pm50kb","LTR/Copia",5
"AL1G66330","NT12_v2","Family","pm50kb","LTR/Gypsy",2
"AL1G66330","NT12_v2","Family","pm50kb","LTR/Ty3",9
"AL1G66330","NT12_v2","Family","pm50kb","LTR/unknown",5
"AL1G66330","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G66350","NT12_v2","Family","pm50kb","DNA/Helitron",4
"AL1G66350","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",8
"AL1G66350","NT12_v2","Family","pm50kb","LINE/L1",1
"AL1G66350","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL1G66350","NT12_v2","Family","pm50kb","LTR/Copia",5
"AL1G66350","NT12_v2","Family","pm50kb","LTR/Gypsy",2
