"gene","assembly","group","window","repeat_class","n_te_class"
"AL5G25590","BOR_v1","Family","pm25kb","LINE/unknown",3
"AL5G25590","BOR_v1","Family","pm25kb","LTR/Copia",2
"AL5G25590","BOR_v1","Family","pm25kb","LTR/Ty3",6
"AL5G25610","BOR_v1","Family","pm25kb","DNA/MULE-MuDR",4
"AL5G25610","BOR_v1","Family","pm25kb","LINE/L1",2
"AL5G25610","BOR_v1","Family","pm25kb","LINE/unknown",3
"AL5G25610","BOR_v1","Family","pm25kb","LTR/Copia",2
"AL5G25610","BOR_v1","Family","pm25kb","LTR/Ty3",6
"AL5G25630","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL5G25630","BOR_v1","Family","pm25kb","DNA/MULE-MuDR",4
"AL5G25630","BOR_v1","Family","pm25kb","LINE/L1",2
"AL5G25630","BOR_v1","Family","pm25kb","LINE/unknown",4
"AL5G25630","BOR_v1","Family","pm25kb","LTR/Copia",1
"AL5G25630","BOR_v1","Family","pm25kb","LTR/Gypsy",1
"AL5G25630","BOR_v1","Family","pm25kb","LTR/Ty3",6
"AL5G25640","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL5G25640","BOR_v1","Family","pm25kb","DNA/MULE-MuDR",4
"AL5G25640","BOR_v1","Family","pm25kb","LINE/L1",2
"AL5G25640","BOR_v1","Family","pm25kb","LINE/unknown",5
"AL5G25640","BOR_v1","Family","pm25kb","LTR/Copia",1
"AL5G25640","BOR_v1","Family","pm25kb","LTR/Gypsy",1
"AL5G25640","BOR_v1","Family","pm25kb","LTR/Ty3",6
"AL5G25650","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL5G25650","BOR_v1","Family","pm25kb","DNA/MULE-MuDR",4
"AL5G25650","BOR_v1","Family","pm25kb","LINE/L1",2
"AL5G25650","BOR_v1","Family","pm25kb","LINE/unknown",5
"AL5G25650","BOR_v1","Family","pm25kb","LTR/Gypsy",2
"AL5G25650","BOR_v1","Family","pm25kb","LTR/Ty3",6
"AL5G25660","BOR_v1","Family","pm25kb","DNA/Helitron",18
"AL5G25660","BOR_v1","Family","pm25kb","LINE/L1",2
"AL5G25660","BOR_v1","Family","pm25kb","LINE/unknown",14
"AL5G25660","BOR_v1","Family","pm25kb","LTR/Gypsy",4
"AL5G25660","BOR_v1","Family","pm25kb","LTR/Ty3",8
"AL5G25660","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL5G25670","BOR_v1","Family","pm25kb","DNA/Helitron",10
"AL5G25670","BOR_v1","Family","pm25kb","LINE/unknown",7
"AL5G25670","BOR_v1","Family","pm25kb","LTR/Gypsy",2
"AL5G25670","BOR_v1","Family","pm25kb","LTR/Ty3",3
"AL5G25670","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL5G25690","BOR_v1","Family","pm25kb","DNA/Helitron",20
"AL5G25690","BOR_v1","Family","pm25kb","LINE/unknown",14
"AL5G25690","BOR_v1","Family","pm25kb","LTR/Gypsy",4
"AL5G25690","BOR_v1","Family","pm25kb","SINE/tRNA",2
"AL5G25850","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL5G25850","BOR_v1","Family","pm25kb","DNA/MULE-MuDR",8
"AL5G25850","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL5G25860","BOR_v1","Family","pm25kb","DNA/Helitron",4
"AL5G25860","BOR_v1","Family","pm25kb","DNA/MULE-MuDR",8
"AL5G25860","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL5G25870","BOR_v1","Family","pm25kb","DNA/Helitron",4
"AL5G25870","BOR_v1","Family","pm25kb","DNA/MULE-MuDR",8
"AL5G25870","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL5G26170","BOR_v1","Family","pm25kb","DNA/Helitron",5
"AL5G26170","BOR_v1","Family","pm25kb","DNA/MULE-MuDR",3
"AL5G26350","BOR_v1","Family","pm25kb","LTR/Copia",4
"AL5G26350","BOR_v1","Family","pm25kb","LTR/Gypsy",2
"AL5G26350","BOR_v1","Family","pm25kb","LTR/Ty3",1
"AL5G26350","BOR_v1","Family","pm25kb","SINE/tRNA",2
"AL5G26370","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL5G26370","BOR_v1","Family","pm25kb","LTR/Copia",6
"AL5G26370","BOR_v1","Family","pm25kb","LTR/Gypsy",2
"AL5G26370","BOR_v1","Family","pm25kb","LTR/Ty3",1
"AL5G26370","BOR_v1","Family","pm25kb","LTR/unknown",3
"AL5G26370","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL5G26810","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL5G26810","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G26810","BOR_v1","Family","pm25kb","SINE/tRNA",3
"AL5G26820","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL5G26820","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G26820","BOR_v1","Family","pm25kb","SINE/tRNA",3
"AL5G26840","BOR_v1","Family","pm25kb","DNA/Helitron",6
"AL5G26840","BOR_v1","Family","pm25kb","LINE/unknown",2
"AL5G26840","BOR_v1","Family","pm25kb","SINE/tRNA",5
"AL5G26860","BOR_v1","Family","pm25kb","DNA/Helitron",5
"AL5G26860","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G26860","BOR_v1","Family","pm25kb","LTR/Copia",3
"AL5G26860","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL5G26870","BOR_v1","Family","pm25kb","DNA/Helitron",7
"AL5G26870","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G26870","BOR_v1","Family","pm25kb","LTR/Copia",3
"AL5G26870","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL5G26870","BOR_v1","Family","pm25kb","SINE/unknown",1
"AL5G27080","BOR_v1","Family","pm25kb","DNA/Helitron",14
"AL5G27080","BOR_v1","Family","pm25kb","LINE/L1",6
"AL5G27080","BOR_v1","Family","pm25kb","LINE/unknown",6
"AL5G27080","BOR_v1","Family","pm25kb","LTR/Copia",21
"AL5G27080","BOR_v1","Family","pm25kb","LTR/Ty3",18
"AL5G27080","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL5G27080","BOR_v1","Family","pm25kb","SINE/tRNA",2
"AL5G28190","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL5G28190","BOR_v1","Family","pm25kb","LTR/Gypsy",2
"AL5G28190","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL5G28540","BOR_v1","Family","pm25kb","LTR/Ty3",5
"AL5G28540","BOR_v1","Family","pm25kb","LTR/unknown",2
"AL5G28620","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL5G28620","BOR_v1","Family","pm25kb","LINE/L1",7
"AL5G28620","BOR_v1","Family","pm25kb","LINE/unknown",3
"AL5G28620","BOR_v1","Family","pm25kb","LTR/Gypsy",1
"AL5G28620","BOR_v1","Family","pm25kb","LTR/Ty3",7
"AL5G28950","BOR_v1","Family","pm25kb","DNA/Helitron",6
"AL5G28950","BOR_v1","Family","pm25kb","LINE/unknown",2
"AL5G29210","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL5G29210","BOR_v1","Family","pm25kb","LTR/Copia",5
"AL5G29234","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL5G29234","BOR_v1","Family","pm25kb","LTR/Copia",5
"AL5G29300","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL5G29300","BOR_v1","Family","pm25kb","LTR/Copia",5
"AL5G29310","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL5G29310","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G29310","BOR_v1","Family","pm25kb","LTR/Gypsy",1
"AL5G29320","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL5G29320","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G29320","BOR_v1","Family","pm25kb","LTR/Gypsy",1
"AL5G29320","BOR_v1","Family","pm25kb","LTR/Ty3",2
"AL5G29320","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL5G29340","BOR_v1","Family","pm25kb","DNA/Helitron",4
"AL5G29340","BOR_v1","Family","pm25kb","LINE/unknown",2
"AL5G29340","BOR_v1","Family","pm25kb","LTR/Gypsy",2
"AL5G29340","BOR_v1","Family","pm25kb","LTR/Ty3",2
"AL5G29340","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL5G29740","BOR_v1","Family","pm25kb","DNA/Helitron",12
"AL5G29740","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G29740","BOR_v1","Family","pm25kb","LTR/Ty3",7
"AL5G30100","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL5G30100","BOR_v1","Family","pm25kb","LINE/L1",2
"AL5G30100","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G30100","BOR_v1","Family","pm25kb","LTR/Copia",4
"AL5G30100","BOR_v1","Family","pm25kb","LTR/Ty3",6
"AL5G30872","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL5G30872","BOR_v1","Family","pm25kb","LINE/L1",2
"AL5G30872","BOR_v1","Family","pm25kb","LTR/Copia",2
"AL5G30872","BOR_v1","Family","pm25kb","LTR/Gypsy",2
"AL5G30872","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL5G31050","BOR_v1","Family","pm25kb","LINE/L1",1
"AL5G31050","BOR_v1","Family","pm25kb","LTR/Copia",1
"AL5G31970","BOR_v1","Family","pm25kb","LINE/L1",2
"AL5G32600","BOR_v1","Family","pm25kb","LINE/L1",4
"AL5G32600","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G32890","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL5G32890","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL5G32950","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL5G32950","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL5G32950","BOR_v1","Family","pm25kb","SINE/unknown",1
"AL5G32970","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL5G32970","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL5G32970","BOR_v1","Family","pm25kb","SINE/unknown",1
"AL5G33030","BOR_v1","Family","pm25kb","LINE/L1",1
"AL5G33030","BOR_v1","Family","pm25kb","LTR/Copia",3
"AL5G33030","BOR_v1","Family","pm25kb","SINE/tRNA",2
"AL5G33030","BOR_v1","Family","pm25kb","SINE/unknown",1
"AL5G33220","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL5G33220","BOR_v1","Family","pm25kb","LINE/L1",3
"AL5G33220","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G33220","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL5G33250","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL5G33250","BOR_v1","Family","pm25kb","LINE/L1",3
"AL5G33250","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G33250","BOR_v1","Family","pm25kb","LTR/Gypsy",1
"AL5G33250","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL5G33260","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL5G33260","BOR_v1","Family","pm25kb","LINE/L1",2
"AL5G33260","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G33260","BOR_v1","Family","pm25kb","LTR/Gypsy",1
"AL5G33260","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL5G33270","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL5G33270","BOR_v1","Family","pm25kb","LINE/L1",2
"AL5G33270","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G33270","BOR_v1","Family","pm25kb","LTR/Gypsy",1
"AL5G33270","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL5G34190","BOR_v1","Family","pm25kb","LTR/Copia",3
"AL5G34190","BOR_v1","Family","pm25kb","SINE/tRNA",2
"AL5G34200","BOR_v1","Family","pm25kb","DNA/Helitron",10
"AL5G34200","BOR_v1","Family","pm25kb","DNA/MULE-MuDR",1
"AL5G34200","BOR_v1","Family","pm25kb","LINE/L1",2
"AL5G34200","BOR_v1","Family","pm25kb","LTR/Copia",7
"AL5G34200","BOR_v1","Family","pm25kb","LTR/Gypsy",3
"AL5G34200","BOR_v1","Family","pm25kb","LTR/Ty3",1
"AL5G34200","BOR_v1","Family","pm25kb","LTR/unknown",9
"AL5G34240","BOR_v1","Family","pm25kb","LTR/Copia",3
"AL5G34240","BOR_v1","Family","pm25kb","SINE/tRNA",2
"AL5G34660","BOR_v1","Family","pm25kb","DNA/Helitron",7
"AL5G35340","BOR_v1","Family","pm25kb","LINE/L1",3
"AL5G35340","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G35460","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL5G36020","BOR_v1","Family","pm25kb","LTR/Copia",2
"AL5G36930","BOR_v1","Family","pm25kb","LTR/Copia",6
"AL5G36930","BOR_v1","Family","pm25kb","LTR/unknown",2
"AL5G36930","BOR_v1","Family","pm25kb","SINE/tRNA",2
"AL5G38280","BOR_v1","Family","pm25kb","LINE/L1",3
"AL5G38280","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G39160","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL5G39160","BOR_v1","Family","pm25kb","DNA/MULE-MuDR",6
"AL5G39170","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL5G39170","BOR_v1","Family","pm25kb","DNA/MULE-MuDR",6
"AL5G39900","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL5G39900","BOR_v1","Family","pm25kb","LTR/Ty3",8
"AL5G39910","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL5G39910","BOR_v1","Family","pm25kb","LTR/Ty3",8
"AL5G39920","BOR_v1","Family","pm25kb","DNA/Helitron",4
"AL5G39920","BOR_v1","Family","pm25kb","LTR/Copia",4
"AL5G39920","BOR_v1","Family","pm25kb","LTR/Ty3",8
"AL5G39920","BOR_v1","Family","pm25kb","LTR/unknown",4
"AL5G39940","BOR_v1","Family","pm25kb","DNA/Helitron",6
"AL5G39940","BOR_v1","Family","pm25kb","LTR/Copia",4
"AL5G39940","BOR_v1","Family","pm25kb","LTR/Ty3",8
"AL5G39940","BOR_v1","Family","pm25kb","LTR/unknown",4
"AL5G39940","BOR_v1","Family","pm25kb","SINE/unknown",1
"AL5G39960","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL5G39960","BOR_v1","Family","pm25kb","LTR/Ty3",14
"AL5G39960","BOR_v1","Family","pm25kb","SINE/unknown",1
"AL5G39970","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL5G39970","BOR_v1","Family","pm25kb","LTR/Ty3",19
"AL5G39970","BOR_v1","Family","pm25kb","SINE/unknown",1
"AL5G39980","BOR_v1","Family","pm25kb","LTR/Copia",1
"AL5G39980","BOR_v1","Family","pm25kb","LTR/Ty3",23
"AL5G39980","BOR_v1","Family","pm25kb","SINE/unknown",1
"AL5G40000","BOR_v1","Family","pm25kb","LTR/Copia",1
"AL5G40000","BOR_v1","Family","pm25kb","LTR/Ty3",23
"AL5G40000","BOR_v1","Family","pm25kb","SINE/unknown",1
"AL5G40020","BOR_v1","Family","pm25kb","LTR/Copia",1
"AL5G40020","BOR_v1","Family","pm25kb","LTR/Ty3",23
"AL5G40020","BOR_v1","Family","pm25kb","SINE/unknown",1
"AL5G40070","BOR_v1","Family","pm25kb","LTR/Copia",2
"AL5G40070","BOR_v1","Family","pm25kb","LTR/Ty3",15
"AL5G40070","BOR_v1","Family","pm25kb","SINE/unknown",1
"AL5G40100","BOR_v1","Family","pm25kb","LTR/Copia",2
"AL5G40100","BOR_v1","Family","pm25kb","LTR/Ty3",15
"AL5G40100","BOR_v1","Family","pm25kb","SINE/unknown",1
"AL5G40110","BOR_v1","Family","pm25kb","LTR/Copia",2
"AL5G40110","BOR_v1","Family","pm25kb","LTR/Ty3",15
"AL5G40120","BOR_v1","Family","pm25kb","LTR/Copia",2
"AL5G40120","BOR_v1","Family","pm25kb","LTR/Ty3",10
"AL5G40140","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL5G40140","BOR_v1","Family","pm25kb","LTR/Copia",8
"AL5G40140","BOR_v1","Family","pm25kb","LTR/Ty3",3
"AL5G40140","BOR_v1","Family","pm25kb","LTR/unknown",4
"AL5G40170","BOR_v1","Family","pm25kb","LTR/Copia",1
"AL5G40610","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL5G40610","BOR_v1","Family","pm25kb","LTR/Copia",2
"AL5G40610","BOR_v1","Family","pm25kb","LTR/Gypsy",2
"AL5G40710","BOR_v1","Family","pm25kb","LTR/Copia",4
"AL5G40710","BOR_v1","Family","pm25kb","LTR/Gypsy",4
"AL5G40780","BOR_v1","Family","pm25kb","LINE/L1",1
"AL5G40830","BOR_v1","Family","pm25kb","DNA/Helitron",5
"AL5G40830","BOR_v1","Family","pm25kb","LINE/L1",1
"AL5G40830","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G40870","BOR_v1","Family","pm25kb","DNA/Helitron",5
"AL5G40870","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G40960","BOR_v1","Family","pm25kb","LTR/Copia",1
"AL5G41120","BOR_v1","Family","pm25kb","LTR/Gypsy",4
"AL5G41120","BOR_v1","Family","pm25kb","LTR/Ty3",2
"AL5G41130","BOR_v1","Family","pm25kb","LTR/Gypsy",4
"AL5G41130","BOR_v1","Family","pm25kb","LTR/Ty3",3
"AL5G41700","BOR_v1","Family","pm25kb","DNA/Helitron",6
"AL5G41700","BOR_v1","Family","pm25kb","LTR/Gypsy",1
"AL5G41700","BOR_v1","Family","pm25kb","LTR/Ty3",1
"AL5G41710","BOR_v1","Family","pm25kb","DNA/Helitron",6
"AL5G41710","BOR_v1","Family","pm25kb","LTR/Gypsy",1
"AL5G41710","BOR_v1","Family","pm25kb","LTR/Ty3",1
"AL5G41770","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL5G42950","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G42950","BOR_v1","Family","pm25kb","LTR/Copia",3
"AL5G43410","BOR_v1","Family","pm25kb","DNA/Helitron",5
"AL5G43410","BOR_v1","Family","pm25kb","LTR/Copia",6
"AL5G43650","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL5G43650","BOR_v1","Family","pm25kb","LINE/L1",2
"AL5G43650","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G43650","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL5G43690","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL5G43690","BOR_v1","Family","pm25kb","LINE/L1",2
"AL5G43690","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL5G43690","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL5G43830","BOR_v1","Family","pm25kb","DNA/Helitron",8
"AL5G43830","BOR_v1","Family","pm25kb","LINE/L1",1
"AL5G43830","BOR_v1","Family","pm25kb","LTR/Copia",3
"AL5G43830","BOR_v1","Family","pm25kb","LTR/Gypsy",1
"AL5G43830","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL5G44790","BOR_v1","Family","pm25kb","LINE/L1",3
"AL5G44790","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL614U10020","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL614U10020","BOR_v1","Family","pm25kb","LINE/L1",1
"AL614U10020","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL625U10020","BOR_v1","Family","pm25kb","DNA/Helitron",23
"AL625U10020","BOR_v1","Family","pm25kb","LINE/L1",1
"AL625U10020","BOR_v1","Family","pm25kb","LINE/unknown",6
"AL625U10020","BOR_v1","Family","pm25kb","LTR/Ty3",16
"AL628U10010","BOR_v1","Family","pm25kb","DNA/Helitron",7
"AL628U10010","BOR_v1","Family","pm25kb","LTR/Copia",8
"AL628U10010","BOR_v1","Family","pm25kb","LTR/Gypsy",4
"AL628U10010","BOR_v1","Family","pm25kb","SINE/tRNA",2
"AL638U10010","BOR_v1","Family","pm25kb","DNA/Helitron",4
"AL686U10010","BOR_v1","Family","pm25kb","DNA/MULE-MuDR",7
"AL686U10010","BOR_v1","Family","pm25kb","LINE/L1",4
"AL686U10010","BOR_v1","Family","pm25kb","LTR/Copia",1
"AL686U10010","BOR_v1","Family","pm25kb","LTR/Gypsy",3
"AL686U10010","BOR_v1","Family","pm25kb","LTR/Ty3",4
"AL686U10010","BOR_v1","Family","pm25kb","LTR/unknown",4
"AL686U10010","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL68U10030","BOR_v1","Family","pm25kb","LTR/Copia",4
"AL68U10030","BOR_v1","Family","pm25kb","LTR/Ty3",1
"AL68U10030","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL6G10970","BOR_v1","Single-copy","pm25kb","DNA/Helitron",8
"AL6G10970","BOR_v1","Single-copy","pm25kb","LTR/unknown",1
"AL6G10970","BOR_v1","Single-copy","pm25kb","SINE/tRNA",2
"AL6G11400","BOR_v1","Family","pm25kb","DNA/Helitron",6
"AL6G11410","BOR_v1","Family","pm25kb","DNA/Helitron",6
"AL6G12280","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL6G12280","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL6G12290","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL6G12290","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL6G12300","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL6G12300","BOR_v1","Family","pm25kb","LTR/Copia",1
"AL6G12300","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL6G12310","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL6G12310","BOR_v1","Family","pm25kb","LTR/Copia",1
"AL6G12310","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL6G12540","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL6G12540","BOR_v1","Family","pm25kb","LTR/Copia",12
"AL6G12540","BOR_v1","Family","pm25kb","LTR/Gypsy",3
"AL6G12540","BOR_v1","Family","pm25kb","LTR/Ty3",10
"AL6G12540","BOR_v1","Family","pm25kb","LTR/unknown",14
"AL6G12550","BOR_v1","Family","pm25kb","LINE/unknown",2
"AL6G12550","BOR_v1","Family","pm25kb","LTR/Copia",9
"AL6G12550","BOR_v1","Family","pm25kb","LTR/Ty3",7
"AL6G12550","BOR_v1","Family","pm25kb","LTR/unknown",15
"AL6G12720","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL6G12880","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL6G13690","BOR_v1","Family","pm25kb","DNA/Helitron",5
"AL6G13690","BOR_v1","Family","pm25kb","SINE/tRNA",2
"AL6G14890","BOR_v1","Family","pm25kb","DNA/Helitron",4
"AL6G15310","BOR_v1","Family","pm25kb","DNA/Helitron",4
"AL6G15560","BOR_v1","Family","pm25kb","DNA/Helitron",3
"AL6G15560","BOR_v1","Family","pm25kb","DNA/MULE-MuDR",5
"AL6G15560","BOR_v1","Family","pm25kb","LTR/Gypsy",2
"AL6G16010","BOR_v1","Family","pm25kb","LTR/Ty3",2
"AL6G16010","BOR_v1","Family","pm25kb","SINE/tRNA",2
"AL6G16010","BOR_v1","Family","pm25kb","SINE/unknown",1
"AL6G19150","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL6G19150","BOR_v1","Family","pm25kb","SINE/tRNA",2
"AL6G24590","BOR_v1","Single-copy","pm25kb","DNA/Helitron",2
"AL6G24590","BOR_v1","Single-copy","pm25kb","LTR/unknown",2
"AL6G25390","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL6G25390","BOR_v1","Family","pm25kb","LINE/L1",1
"AL6G25810","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL6G25810","BOR_v1","Family","pm25kb","SINE/tRNA",2
"AL6G26180","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL6G26180","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL6G26510","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL6G26510","BOR_v1","Family","pm25kb","LTR/Copia",2
"AL6G26510","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL6G27450","BOR_v1","Family","pm25kb","LINE/L1",1
"AL6G27450","BOR_v1","Family","pm25kb","LTR/Gypsy",1
"AL6G27650","BOR_v1","Family","pm25kb","LINE/L1",2
"AL6G28100","BOR_v1","Family","pm25kb","DNA/Helitron",8
"AL6G28100","BOR_v1","Family","pm25kb","LTR/Copia",5
"AL6G28180","BOR_v1","Family","pm25kb","DNA/Helitron",8
"AL6G28180","BOR_v1","Family","pm25kb","LTR/Copia",1
"AL6G28990","BOR_v1","Family","pm25kb","DNA/Helitron",5
"AL6G29130","BOR_v1","Family","pm25kb","LTR/Ty3",6
"AL6G29140","BOR_v1","Family","pm25kb","LTR/Copia",7
"AL6G29160","BOR_v1","Family","pm25kb","LTR/Ty3",6
"AL6G29360","BOR_v1","Family","pm25kb","LTR/Copia",7
"AL6G30000","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL6G30000","BOR_v1","Family","pm25kb","LINE/L1",1
"AL6G30010","BOR_v1","Family","pm25kb","LINE/L1",1
"AL6G30020","BOR_v1","Family","pm25kb","LINE/L1",1
"AL6G30070","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL6G30070","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL6G31890","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL6G31900","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL6G31950","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL6G32010","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL6G32010","BOR_v1","Family","pm25kb","LTR/unknown",1
"AL6G32070","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL6G32090","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL6G32102","BOR_v1","Family","pm25kb","DNA/Helitron",9
"AL6G32102","BOR_v1","Family","pm25kb","LTR/Copia",7
"AL6G32102","BOR_v1","Family","pm25kb","LTR/Gypsy",4
"AL6G32102","BOR_v1","Family","pm25kb","SINE/tRNA",2
"AL6G32670","BOR_v1","Family","pm25kb","DNA/Helitron",7
"AL6G32670","BOR_v1","Family","pm25kb","DNA/MULE-MuDR",2
"AL6G32670","BOR_v1","Family","pm25kb","LTR/Copia",7
"AL6G32670","BOR_v1","Family","pm25kb","LTR/Ty3",1
"AL6G33710","BOR_v1","Family","pm25kb","LINE/L1",4
"AL6G33710","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL6G33710","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL6G33840","BOR_v1","Family","pm25kb","DNA/Helitron",4
"AL6G33840","BOR_v1","Family","pm25kb","LTR/Copia",2
"AL6G33840","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL6G34520","BOR_v1","Family","pm25kb","DNA/Helitron",12
"AL6G34520","BOR_v1","Family","pm25kb","LINE/unknown",1
"AL6G34520","BOR_v1","Family","pm25kb","LTR/Ty3",7
"AL6G35130","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL6G35130","BOR_v1","Family","pm25kb","LTR/Ty3",2
"AL6G35250","BOR_v1","Family","pm25kb","DNA/Helitron",2
"AL6G35250","BOR_v1","Family","pm25kb","LTR/Copia",1
"AL6G35250","BOR_v1","Family","pm25kb","SINE/tRNA",1
"AL6G35910","BOR_v1","Family","pm25kb","DNA/Helitron",1
"AL6G35910","BOR_v1","Family","pm25kb","DNA/MULE-MuDR",2
"AL6G35910","BOR_v1","Family","pm25kb","LTR/Gypsy",1
"AL6G35910","BOR_v1","Family","pm25kb","LTR/Ty3",2
"AL6G35910","BOR_v1","Family","pm25kb","LTR/unknown",1
