family_id	species	n_assemblies	max_copy	min_copy	median_copy	mean_copy	sd_copy	var_copy	cv	dispersion
OG0000030	AL	21	13	9	11	11.0952380952381	0.830948969838816	0.69047619047619	0.074892396423241	0.0622317596566523
OG0000030	AT	133	23	18	21	21.3458646616541	0.788603606516885	0.621895648211438	0.0369440928731052	0.0291342448792255
OG0000038	AL	21	2	1	2	1.71428571428571	0.462910049886276	0.214285714285714	0.270030862433661	0.125
OG0000038	AT	133	1	1	1	1	0	0	0	0
OG0000039	AL	21	19	14	16	16.5238095238095	1.4359334113756	2.06190476190476	0.086900869276333	0.12478386167147
OG0000039	AT	133	12	11	11	11.0977443609023	0.298091445551766	0.0888585099111416	0.0268605435354911	0.0080068982508007
OG0000040	AL	21	15	9	12	11.7142857142857	1.41925533794512	2.01428571428571	0.12115594348312	0.171951219512195
OG0000040	AT	133	16	13	15	15.1729323308271	0.712563428282414	0.507746639325587	0.0469628027559767	0.0334639757335496
OG0000042	AL	21	21	14	16	16.5714285714286	1.91236577493503	3.65714285714286	0.115401382970217	0.220689655172414
OG0000042	AT	133	10	6	9	9.37593984962406	0.713522034224746	0.50911369332422	0.0761013877721662	0.0543000170105222
OG0000045	AL	21	6	4	6	5.47619047619048	0.601585207518238	0.361904761904762	0.109854690068548	0.0660869565217391
OG0000045	AT	133	1	0	1	0.819548872180451	0.386016691155954	0.149008885850991	0.471011191960935	0.181818181818182
OG0000046	AL	21	18	16	17	17.2380952380952	0.830948969838817	0.69047619047619	0.0482042220072242	0.0400552486187845
OG0000046	AT	133	11	10	11	10.9924812030075	0.0867109969524119	0.00751879699248119	0.00788820970907714	0.000683994528043774
OG0000047	AL	21	16	12	15	14.6666666666667	1.31656117720877	1.73333333333333	0.0897655348096886	0.118181818181818
OG0000047	AT	133	6	3	5	4.83458646616541	0.641735940312037	0.411825017088175	0.132738538198291	0.0851830906263254
OG0000049	AL	21	26	21	24	24.1904761904762	1.12334534400814	1.26190476190476	0.0464375043782892	0.0521653543307086
OG0000049	AT	133	10	9	10	9.96992481203008	0.171439963166726	0.0293916609706084	0.0171957127459838	0.00294803235979707
OG0000054	AL	21	11	7	9	9	1.14017542509914	1.3	0.126686158344349	0.144444444444444
OG0000054	AT	133	16	10	13	13.3157894736842	1.29899973786728	1.68740031897927	0.0975533399979382	0.126721763085399
OG0000060	AL	21	31	20	28	27.4761904761905	2.82168473822019	7.96190476190476	0.102695631720319	0.289774696707106
OG0000060	AT	133	19	12	13	13.406015037594	0.826067665298034	0.682387787650944	0.0616191808663143	0.0509016128758136
OG0000065	AL	21	12	7	9	9.19047619047619	1.40068010691405	1.96190476190476	0.152405607488058	0.213471502590674
